account_id,order_count_with_promo,price_amount,promo_amount,category_f_order_count_with_promo,category_f_promo_amount,label
34634632,0.0,0.00010800431057282942,0.0,0.0,0.0,1
27536039,0.0,3.2131520369489484e-05,0.0,0.0,0.0,0
29164748,0.0,1.4674924374465412e-05,0.0,0.0,0.0,0
28115239,0.0,1.6065760184744742e-05,0.0,0.0,0.0,0
33491857,0.0,5.014812286238181e-05,0.0,0.0,0.0,0
30639492,0.0,4.0339058226156015e-05,0.0,0.0,0.0,0
35685699,0.0,4.963172342787216e-05,0.0,0.0,0.0,0
29453139,0.0,2.797163603593951e-05,0.0,0.0,0.0,0
27399535,0.0,9.18043439128271e-06,0.0,0.0,0.0,0
29842131,0.0,5.737771494551693e-06,0.0,0.0,0.0,0
30307924,0.0,1.7213314483655083e-05,0.0,0.0,0.0,0
33531845,0.0,2.0168266803349203e-05,0.0,0.0,0.0,0
35959165,0.0,2.1262804093649884e-05,0.0,0.0,0.0,0
27784523,0.0,1.5491983035289575e-05,0.0,0.0,0.0,0
31214005,0.0,5.112354401645559e-06,0.0,0.0,0.0,0
27517134,0.0,8.118946664790646e-06,0.0,0.0,0.0,0
29466328,0.0,4.13119547607722e-05,0.0,0.0,0.0,0
30327490,0.0,2.5246194576027455e-05,0.0,0.0,0.0,0
29216333,0.0,1.764364734574646e-05,0.0,0.0,0.0,0
31056474,0.0,1.6065760184744742e-05,0.0,0.0,0.0,1
29092575,0.0,2.556464089397507e-05,0.0,0.0,0.0,0
33474256,0.0,9.036990103918917e-06,0.0,0.0,0.0,0
35255459,0.0,4.676283768059631e-05,0.0,0.0,0.0,0
28033033,0.0,2.7186249873765275e-05,0.0,0.0,0.0,0
36145409,0.0,2.567652743811883e-05,0.0,0.0,0.0,0
27748687,0.0,0.00015864938182435435,0.0,0.0,0.0,0
29403854,0.0,2.252574497731566e-05,0.0,0.0,0.0,1
27950805,0.0,1.1217343271848561e-05,0.0,0.0,0.0,0
28382459,0.0,3.2051191568565754e-05,0.0,0.0,0.0,0
30805434,0.0,1.755758077332818e-05,0.0,0.0,0.0,0
29487895,0.0,5.396374090625868e-05,0.0,0.0,0.0,0
31314270,0.0,7.975502377426855e-06,0.0,0.0,0.0,0
29857600,0.0,1.0184544402829257e-05,0.0,0.0,0.0,1
28834133,0.0,2.0512533093022308e-05,0.0,0.0,0.0,0
30960308,0.0,1.7213314483655083e-05,0.0,0.0,0.0,0
31193553,0.0,5.020550057732733e-06,0.0,0.0,0.0,0
35092472,0.0,5.737771494551693e-05,0.0,0.0,0.0,0
33837157,0.0,7.844956600382815e-05,0.0,0.0,0.0,0
35425732,0.0,1.6209204472108536e-05,0.0,0.0,0.0,0
36344004,0.0,1.9967444801039893e-05,0.0,0.0,0.0,0
31154792,0.0,8.606657241827541e-06,0.0,0.0,0.0,0
29777035,0.0,8.176324379736165e-06,0.0,0.0,0.0,0
28727100,0.0,0.000279319421327402,0.0,0.0,0.0,0
30908717,0.0,1.377065158692407e-05,0.0,0.0,0.0,0
31111922,0.0,7.889435805008582e-06,0.0,0.0,0.0,0
35487144,0.0,9.75421154073788e-06,0.0,0.0,0.0,0
32033512,0.0,1.7356758771018874e-05,0.0,0.0,0.0,0
33170996,0.0,1.7802583616145543e-05,0.0,0.0,0.0,0
35812161,0.0,1.6926425908927497e-05,0.0,0.0,0.0,0
30725247,0.0,5.6230160646606595e-06,0.0,0.0,0.0,0
36401469,0.0,5.020550057732733e-06,0.0,0.0,0.0,0
31318562,0.0,1.4487873023743028e-05,0.0,0.0,0.0,0
30337268,0.0,4.62643974708646e-05,0.0,0.0,0.0,0
27881619,0.0,2.7107011249425517e-05,0.0,0.0,0.0,0
27376963,0.0,1.2623097288013728e-05,0.0,0.0,0.0,0
34034726,0.0,1.652478190430888e-05,0.0,0.0,0.0,0
35360484,0.0,2.5902595635004166e-05,0.0,0.0,0.0,0
30829056,0.0,1.4344428736379229e-05,0.0,0.0,0.0,0
31208573,0.0,1.635264875947233e-05,0.0,0.0,0.0,0
31299056,0.0,8.864856959082367e-06,0.0,0.0,0.0,0
33334352,0.0,0.00020196955660821964,0.0,0.0,0.0,0
33331945,0.0,0.00010703789772000208,0.0,0.0,0.0,0
30709071,0.0,2.943476776705019e-05,0.0,0.0,0.0,0
31056071,0.0,2.911919033484985e-05,0.0,0.0,0.0,0
34138244,0.0,4.7695225548460954e-05,0.0,0.0,0.0,0
31210937,0.0,0.0003170513509418636,0.0,0.0,0.0,0
35491348,0.0,1.7820829729498215e-05,0.0,0.0,0.0,0
30265897,0.0,0.00014344428736379235,0.0,0.0,0.0,0
30818931,0.0,4.815849321893106e-05,0.0,0.0,0.0,0
29922669,0.0,0.0003495998351658621,0.0,0.0,0.0,0
30462500,0.0,0.00023237974552934361,0.0,0.0,0.0,1
30689341,0.0,3.729551471458601e-05,0.0,0.0,0.0,0
32067259,0.0,1.592231589738095e-05,0.0,0.0,0.0,1
31034611,0.0,2.8688857472758467e-06,0.0,0.0,0.0,0
33072356,0.0,1.1905875851194766e-05,0.0,0.0,0.0,1
35995246,0.0,9.036990103918917e-06,0.0,0.0,0.0,1
35979762,0.0,4.303328620913771e-05,0.0,0.0,0.0,0
36250876,0.0,3.614807517110556e-05,0.0,0.0,0.0,0
30129289,0.0,1.9002179502511463e-05,0.0,0.0,0.0,0
34286909,0.0,2.7254414599120552e-05,0.0,0.0,0.0,0
27535095,0.0,2.8688857472758475e-05,0.0,0.0,0.0,0
35634715,0.0,7.964026834437751e-05,0.0,0.0,0.0,0
29679683,0.0,9.639456110846846e-05,0.0,0.0,0.0,0
34978850,0.0,2.739785888648434e-05,0.0,0.0,0.0,0
36289789,0.0,1.3627207299560276e-05,0.0,0.0,0.0,1
36032751,0.0,4.045128903658944e-06,0.0,0.0,0.0,0
28248487,0.0,1.7374660618081882e-05,0.0,0.0,0.0,0
29843899,0.0,1.7213314483655083e-05,0.0,0.0,0.0,0
30100076,0.0,2.1630595246450655e-05,0.0,0.0,0.0,0
29234212,0.0,1.2651786145486486e-05,0.0,0.0,0.0,0
27867555,0.0,2.739785888648434e-05,0.0,0.0,0.0,0
35826238,0.0,6.5376168408922e-05,0.0,0.0,0.0,0
30014583,0.0,2.9549523196941228e-06,0.0,0.0,0.0,0
29866027,0.0,1.0557499549975117e-05,0.0,0.0,0.0,0
36430230,0.0,3.198807608212569e-05,0.0,0.0,0.0,0
33108583,0.0,6.651224716484324e-05,0.0,0.0,0.0,0
28266134,0.0,2.059859966544058e-05,0.0,0.0,0.0,0
35609882,0.0,5.737771494551693e-06,0.0,0.0,0.0,0
30277823,0.0,0.00011475542989103387,0.0,0.0,0.0,0
35815485,0.0,3.829962472613256e-05,0.0,0.0,0.0,0
31337139,0.0,8.64969052803668e-05,0.0,0.0,0.0,0
28737542,0.0,4.8839910961624024e-05,0.0,0.0,0.0,0
30837282,0.0,1.9651867368839555e-05,0.0,0.0,0.0,0
31164906,0.0,2.983641177166881e-05,0.0,0.0,0.0,0
36098530,0.0,1.0184544402829257e-05,0.0,0.0,0.0,0
29686565,0.0,2.1086310242477478e-05,0.0,0.0,0.0,0
35834512,0.0,2.1518938213166672e-05,0.0,0.0,0.0,0
30813329,0.0,1.8647814735007954e-05,0.0,0.0,0.0,0
28439976,0.0,1.4918205885834404e-05,0.0,0.0,0.0,0
30202461,0.0,0.0002581997172548263,0.0,0.0,0.0,0
30696896,0.0,8.606657241827541e-06,0.0,0.0,0.0,0
34985578,0.0,1.5205094460561991e-05,0.0,0.0,0.0,0
30183277,0.0,0.0002696752602439297,0.0,0.0,0.0,0
36245295,0.0,8.606657241827541e-06,0.0,0.0,0.0,0
34146369,0.0,0.0003837007882231416,0.0,0.0,0.0,0
31355270,0.0,5.163936967381579e-06,0.0,0.0,0.0,0
30975618,0.0,0.00019508423081475762,0.0,0.0,0.0,0
28731958,0.0,1.1475542989103387e-05,0.0,0.0,0.0,1
33878072,0.0,0.00012623097288013728,0.0,0.0,0.0,0
30572344,0.0,0.00010787010409757185,0.0,0.0,0.0,0
29809267,0.0,2.374404599875382e-05,0.0,0.0,0.0,1
36485310,0.0,7.889435805008582e-06,0.0,0.0,0.0,0
28415174,0.0,3.327907466839983e-05,0.0,0.0,0.0,0
30885554,0.0,6.311548644006864e-05,0.0,0.0,0.0,0
33137774,0.0,5.2500609175148e-06,0.0,0.0,0.0,0
33521806,0.0,1.764364734574646e-05,0.0,0.0,0.0,0
33379871,0.0,9.036990103918917e-06,0.0,0.0,0.0,0
28514724,0.0,2.452897313920849e-05,0.0,0.0,0.0,0
28161716,0.0,2.9658999877057273e-05,0.0,0.0,0.0,0
29678696,0.0,1.1814760039861285e-05,0.0,0.0,0.0,0
33964384,0.0,3.817741019329861e-06,0.0,0.0,0.0,0
35906136,0.0,3.2657100238390426e-05,0.0,0.0,0.0,1
30939555,0.0,1.592231589738095e-05,0.0,0.0,0.0,0
34363708,0.0,5.301700860965765e-05,0.0,0.0,0.0,0
30006976,0.0,6.458435594267388e-05,0.0,0.0,0.0,0
30728572,0.0,2.731173493635112e-05,0.0,0.0,0.0,0
35429935,0.0,3.155774322003432e-05,0.0,0.0,0.0,0
35743482,0.0,5.52259932573451e-05,0.0,0.0,0.0,0
28350988,0.0,4.13119547607722e-05,0.0,0.0,0.0,0
31168530,0.0,0.00018533001927401973,0.0,0.0,0.0,0
35208638,0.0,3.2533164374108104e-05,0.0,0.0,0.0,0
28983088,0.0,5.163994345096524e-05,0.0,0.0,0.0,0
29114590,0.0,1.4918205885834404e-05,0.0,0.0,0.0,0
35287205,0.0,9.610767253374086e-06,0.0,0.0,0.0,0
35116498,0.0,4.9875578716390604e-05,0.0,0.0,0.0,0
27370739,0.0,8.032880092372373e-06,0.0,0.0,0.0,0
36489337,0.0,7.102385689100924e-05,0.0,0.0,0.0,0
35689734,0.0,1.1475542989103387e-05,0.0,0.0,0.0,0
30127753,0.0,0.00011991942423613041,0.0,0.0,0.0,0
29267286,0.0,2.9262634622213635e-05,0.0,0.0,0.0,0
